"FileName","FilePath","KeywordFound","FileSize","LastModified","FileType"
"911 voice text conversion_memo.txt","C:\Users\User\Documents\PRIORITY_FILING_TODAY\911 voice text conversion_memo.txt","Prosecutor","22.79 KB","2025-09-26 8:31:52 PM",".txt"
"Email_Evidence_Report.txt","C:\Users\User\Documents\SEPT23_REFILING_ALTERED_DOCS\Email_Evidence_Report.txt","Crown Attorney","2.89 KB","2025-10-13 1:27:34 PM",".txt"
"00_ULTIMATE_EVIDENCE_PACKAGE_COVER.txt","C:\Users\User\Documents\ULTIMATE_EVIDENCE_PACKAGE\00_ULTIMATE_EVIDENCE_PACKAGE_COVER.txt","Crown Attorney","4.35 KB","2025-10-15 3:01:46 PM",".txt"
"00_ULTIMATE_EVIDENCE_PACKAGE_COVER.txt","C:\Users\User\Documents\ULTIMATE_EVIDENCE_PACKAGE\00_ULTIMATE_EVIDENCE_PACKAGE_COVER.txt","Prosecutor","4.35 KB","2025-10-15 3:01:46 PM",".txt"
"01_URGENT_WITNESS_SUBPOENA_DEMANDS.txt","C:\Users\User\Documents\ULTIMATE_EVIDENCE_PACKAGE\01_URGENT_WITNESS_SUBPOENA_DEMANDS.txt","Crown Attorney","2.92 KB","2025-10-15 3:01:47 PM",".txt"
"911 voice text conversion_memo.txt","C:\Users\User\Documents\ULTIMATE_EVIDENCE_PACKAGE\911 voice text conversion_memo.txt","Prosecutor","22.79 KB","2025-09-26 8:31:52 PM",".txt"
"00_ULTIMATE_EVIDENCE_PACKAGE_COVER.txt","C:\Users\User\Documents\ULTIMATE_FILING_PACKAGE\00_ULTIMATE_EVIDENCE_PACKAGE_COVER.txt","Crown Attorney","3.04 KB","2025-10-15 2:47:49 PM",".txt"
"911 voice text conversion_memo.txt","C:\Users\User\Documents\ULTIMATE_FILING_PACKAGE\911 voice text conversion_memo.txt","Prosecutor","22.79 KB","2025-09-26 8:31:52 PM",".txt"
"911 voice text conversion_memo (1).txt","C:\Users\User\Documents\911 voice text conversion_memo (1).txt","Prosecutor","22.79 KB","2025-10-15 8:10:13 PM",".txt"
"ALL ORIGINAL GMAIL CROWN.txt","C:\Users\User\Documents\ALL ORIGINAL GMAIL CROWN.txt","Crown Attorney","1839.36 KB","2025-10-15 6:50:20 PM",".txt"
"ALL ORIGINAL GMAIL CROWN.txt","C:\Users\User\Documents\ALL ORIGINAL GMAIL CROWN.txt","Prosecutor","1839.36 KB","2025-10-15 6:50:20 PM",".txt"
"ALL ORIGINAL GMAIL CROWN.txt","C:\Users\User\Documents\ALL ORIGINAL GMAIL CROWN.txt","Attorney General","1839.36 KB","2025-10-15 6:50:20 PM",".txt"
"ALL ORIGINAL GMAIL CROWN.txt","C:\Users\User\Documents\ALL ORIGINAL GMAIL CROWN.txt","Criminal Division","1839.36 KB","2025-10-15 6:50:20 PM",".txt"
"briskaudioclip1.txt","C:\Users\User\Documents\briskaudioclip1.txt","Crown Attorney","19.53 KB","2025-10-14 6:02:22 AM",".txt"
"briskaudioclip4.txt","C:\Users\User\Documents\briskaudioclip4.txt","Prosecutor","13.09 KB","2025-10-14 6:06:52 AM",".txt"
"July 8 court recording rescheduling, crown_memo 2_memo.txt","C:\Users\User\Documents\July 8 court recording rescheduling, crown_memo 2_memo.txt","Prosecutor","14.78 KB","2025-10-15 8:10:34 PM",".txt"
"PDF_CREATION_GUIDE.txt","C:\Users\User\Documents\PDF_CREATION_GUIDE.txt","Prosecutor","323.16 KB","2025-10-15 1:53:48 PM",".txt"
"R. v. Longo ? Emergency LAO Certificate + Disbursements ? OCJ Windsor ? Evidence Attached (AGC served 23?Sep?2025 21_34).eml","C:\Users\User\Documents\R. v. Longo ? Emergency LAO Certificate + Disbursements ? OCJ Windsor ? Evidence Attached (AGC served 23?Sep?2025 21_34).eml","Attorney General","11.33 KB","2025-09-23 10:12:24 PM",".eml"
"rcp-37a-e.pdf","C:\Users\User\Documents\rcp-37a-e.pdf","Attorney General","505.7 KB","2025-09-22 11:59:16 PM",".pdf"
"Subject_ R. v. Longo ? URGENT SERVICE ON AGC ? Form 4F ? Filed OCJ Windsor 23?Sep?2025 15_47 (3_47 pm).eml","C:\Users\User\Documents\Subject_ R. v. Longo ? URGENT SERVICE ON AGC ? Form 4F ? Filed OCJ Windsor 23?Sep?2025 15_47 (3_47 pm).eml","Attorney General","1550.51 KB","2025-09-23 9:38:03 PM",".eml"
"Windsor.OCJ.Criminal.TrialCoordinator@ontario.ca, windsor.scj@ontario.ca, windsor.crown@ontario.ca, crown.windsor@ontario.ca, mag.correspondence@ontario.ca, attorney.general@ontario.ca, lso@lso.ca, complaints@lso.ca.eml","C:\Users\User\Documents\Windsor.OCJ.Criminal.TrialCoordinator@ontario.ca, windsor.scj@ontario.ca, windsor.crown@ontario.ca, crown.windsor@ontario.ca, mag.correspondence@ontario.ca, attorney.general@ontario.ca, lso@lso.ca, complaints@lso.ca.eml","Crown Attorney","452.81 KB","2025-10-16 2:10:58 AM",".eml"
"190_english_wikipedia.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\190_english_wikipedia.txt","Prosecutor","270.52 KB","2020-06-02 4:10:56 AM",".txt"
"195_us_tv_and_film.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\195_us_tv_and_film.txt","Prosecutor","160.44 KB","2020-06-02 4:11:02 AM",".txt"
"851_911 voice text conversion_memo.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\851_911 voice text conversion_memo.txt","Prosecutor","22.79 KB","2025-09-26 8:31:52 PM",".txt"
"854_case find 1.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\854_case find 1.txt","Crown Attorney","366.83 KB","2025-09-23 7:40:56 PM",".txt"
"854_case find 1.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\854_case find 1.txt","Prosecutor","366.83 KB","2025-09-23 7:40:56 PM",".txt"
"854_case find 1.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\854_case find 1.txt","Criminal Division","366.83 KB","2025-09-23 7:40:56 PM",".txt"
"856_Court questions with judge vs Crown_memo_memo.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\856_Court questions with judge vs Crown_memo_memo.txt","Crown Attorney","23.98 KB","2025-09-26 8:19:12 PM",".txt"
"856_Court questions with judge vs Crown_memo_memo.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\856_Court questions with judge vs Crown_memo_memo.txt","Crown Law","23.98 KB","2025-09-26 8:19:12 PM",".txt"
"857_discloser 2.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\857_discloser 2.txt","Crown Attorney","472.02 KB","2025-09-23 7:55:54 PM",".txt"
"857_discloser 2.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\857_discloser 2.txt","Crown Counsel","472.02 KB","2025-09-23 7:55:54 PM",".txt"
"857_discloser 2.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\857_discloser 2.txt","Prosecutor","472.02 KB","2025-09-23 7:55:54 PM",".txt"
"859_FULL REPORT CORRUPT OFFICIALS.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\859_FULL REPORT CORRUPT OFFICIALS.txt","Crown Attorney","103.4 KB","2025-09-24 9:45:54 PM",".txt"
"859_FULL REPORT CORRUPT OFFICIALS.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\859_FULL REPORT CORRUPT OFFICIALS.txt","Prosecutor","103.4 KB","2025-09-24 9:45:54 PM",".txt"
"859_FULL REPORT CORRUPT OFFICIALS.txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\859_FULL REPORT CORRUPT OFFICIALS.txt","Attorney General","103.4 KB","2025-09-24 9:45:54 PM",".txt"
"861_July 8 court recording rescheduling, crown_memo 2_memo (1).txt","C:\Users\User\Desktop\dance mix\dance mix\PC2_EVIDENCE_SCAN\861_July 8 court recording rescheduling, crown_memo 2_memo (1).txt","Prosecutor","14.78 KB","2025-09-23 6:59:26 PM",".txt"
"Litigation Funding Report_ R. v. Longo - Systematic Prosecutorial Conspiracy.pdf","C:\Users\User\Desktop\Francesco_USB_Package_For_Jerry\4_Documentary_Evidence\Litigation Funding Report_ R. v. Longo - Systematic Prosecutorial Conspiracy.pdf","Prosecutor","105.86 KB","2025-09-27 6:37:18 PM",".pdf"
"Litigation Funding Report_ R. v. Longo - Systematic Prosecutorial Conspiracy.pdf","C:\Users\User\Desktop\PULL_AREA_ALL_FILES\Litigation Funding Report_ R. v. Longo - Systematic Prosecutorial Conspiracy.pdf","Prosecutor","105.86 KB","2025-09-27 6:37:18 PM",".pdf"
"main-social-post.txt","C:\Users\User\Desktop\rvlongo\social-media\main-social-post.txt","Crown Attorney","0.94 KB","2025-10-24 12:09:14 PM",".txt"
"main-social-post.txt","C:\Users\User\Desktop\rvlongo\social-media\main-social-post.txt","Attorney General","0.94 KB","2025-10-24 12:09:14 PM",".txt"
"twitter-thread.txt","C:\Users\User\Desktop\rvlongo\social-media\twitter-thread.txt","Crown Attorney","1.43 KB","2025-10-24 12:09:15 PM",".txt"
"twitter-thread.txt","C:\Users\User\Desktop\rvlongo\social-media\twitter-thread.txt","Attorney General","1.43 KB","2025-10-24 12:09:15 PM",".txt"
"Audacity-Step-by-Step-Guide.txt","C:\Users\User\Desktop\rvlongo\Audacity-Step-by-Step-Guide.txt","Crown Attorney","1.53 KB","2025-10-24 4:38:04 PM",".txt"
"Audacity-Step-by-Step-Guide.txt","C:\Users\User\Desktop\rvlongo\Audacity-Step-by-Step-Guide.txt","Attorney General","1.53 KB","2025-10-24 4:38:04 PM",".txt"
"Simple-Audio-Solution.txt","C:\Users\User\Desktop\rvlongo\Simple-Audio-Solution.txt","Attorney General","1.31 KB","2025-10-24 4:48:21 PM",".txt"
"ALANA_BEST_IDENTIFICATION.txt","C:\Users\User\Desktop\ALANA_BEST_IDENTIFICATION.txt","Attorney General","0.5 KB","2025-10-27 6:32:22 PM",".txt"
"grok doss conversations.txt","C:\Users\User\Desktop\grok doss conversations.txt","Crown Attorney","456.2 KB","2025-10-05 11:02:27 AM",".txt"
"grok doss conversations.txt","C:\Users\User\Desktop\grok doss conversations.txt","Crown Counsel","456.2 KB","2025-10-05 11:02:27 AM",".txt"
"grok doss conversations.txt","C:\Users\User\Desktop\grok doss conversations.txt","Prosecutor","456.2 KB","2025-10-05 11:02:27 AM",".txt"
"grok doss conversations.txt","C:\Users\User\Desktop\grok doss conversations.txt","Attorney General","456.2 KB","2025-10-05 11:02:27 AM",".txt"
"grok doss conversations.txt","C:\Users\User\Desktop\grok doss conversations.txt","Criminal Division","456.2 KB","2025-10-05 11:02:27 AM",".txt"
"PoliceDisclosureForensics_20251022-193130.txt","C:\Users\User\Desktop\PoliceDisclosureForensics_20251022-193130.txt","Crown Attorney","2.9 KB","2025-10-22 7:31:30 PM",".txt"
"PoliceDisclosureForensics_20251022-193130.txt","C:\Users\User\Desktop\PoliceDisclosureForensics_20251022-193130.txt","Crown Counsel","2.9 KB","2025-10-22 7:31:30 PM",".txt"
"PoliceDisclosureForensics_20251022-193130.txt","C:\Users\User\Desktop\PoliceDisclosureForensics_20251022-193130.txt","Prosecutor","2.9 KB","2025-10-22 7:31:30 PM",".txt"
"TOTAL RECAP MASTER .txt","C:\Users\User\Desktop\TOTAL RECAP MASTER .txt","Crown Attorney","2668.05 KB","2025-10-23 12:49:45 PM",".txt"
"TOTAL RECAP MASTER .txt","C:\Users\User\Desktop\TOTAL RECAP MASTER .txt","Crown Counsel","2668.05 KB","2025-10-23 12:49:45 PM",".txt"
"TOTAL RECAP MASTER .txt","C:\Users\User\Desktop\TOTAL RECAP MASTER .txt","Prosecutor","2668.05 KB","2025-10-23 12:49:45 PM",".txt"
"TOTAL RECAP MASTER .txt","C:\Users\User\Desktop\TOTAL RECAP MASTER .txt","Attorney General","2668.05 KB","2025-10-23 12:49:45 PM",".txt"
"TOTAL RECAP MASTER .txt","C:\Users\User\Desktop\TOTAL RECAP MASTER .txt","Ministry of Attorney","2668.05 KB","2025-10-23 12:49:45 PM",".txt"
"V10.txt","C:\Users\User\Desktop\V10.txt","Crown Attorney","1772.25 KB","2025-10-23 11:34:58 AM",".txt"
"V10.txt","C:\Users\User\Desktop\V10.txt","Crown Counsel","1772.25 KB","2025-10-23 11:34:58 AM",".txt"
"V10.txt","C:\Users\User\Desktop\V10.txt","Prosecutor","1772.25 KB","2025-10-23 11:34:58 AM",".txt"
"V10.txt","C:\Users\User\Desktop\V10.txt","Attorney General","1772.25 KB","2025-10-23 11:34:58 AM",".txt"
"V10.txt","C:\Users\User\Desktop\V10.txt","Ministry of Attorney","1772.25 KB","2025-10-23 11:34:58 AM",".txt"
"V11.txt","C:\Users\User\Desktop\V11.txt","Crown Attorney","2668.05 KB","2025-10-23 11:35:45 AM",".txt"
"V11.txt","C:\Users\User\Desktop\V11.txt","Crown Counsel","2668.05 KB","2025-10-23 11:35:45 AM",".txt"
"V11.txt","C:\Users\User\Desktop\V11.txt","Prosecutor","2668.05 KB","2025-10-23 11:35:45 AM",".txt"
"V11.txt","C:\Users\User\Desktop\V11.txt","Attorney General","2668.05 KB","2025-10-23 11:35:45 AM",".txt"
"V11.txt","C:\Users\User\Desktop\V11.txt","Ministry of Attorney","2668.05 KB","2025-10-23 11:35:45 AM",".txt"
"V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","C:\Users\User\Desktop\V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","Crown Attorney","2112.62 KB","2025-10-23 11:22:59 AM",".txt"
"V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","C:\Users\User\Desktop\V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","Prosecutor","2112.62 KB","2025-10-23 11:22:59 AM",".txt"
"V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","C:\Users\User\Desktop\V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","Attorney General","2112.62 KB","2025-10-23 11:22:59 AM",".txt"
"V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","C:\Users\User\Desktop\V4 PROFESSIONAL DESIGN ENHANCEMENTS COMPLETED.txt","Ministry of Attorney","2112.62 KB","2025-10-23 11:22:59 AM",".txt"
"V6.txt","C:\Users\User\Desktop\V6.txt","Crown Attorney","762.68 KB","2025-10-23 11:23:30 AM",".txt"
"V6.txt","C:\Users\User\Desktop\V6.txt","Prosecutor","762.68 KB","2025-10-23 11:23:30 AM",".txt"
"V6.txt","C:\Users\User\Desktop\V6.txt","Attorney General","762.68 KB","2025-10-23 11:23:30 AM",".txt"
"V6.txt","C:\Users\User\Desktop\V6.txt","Ministry of Attorney","762.68 KB","2025-10-23 11:23:30 AM",".txt"
"V7.txt","C:\Users\User\Desktop\V7.txt","Crown Attorney","587.25 KB","2025-10-23 11:25:47 AM",".txt"
"V7.txt","C:\Users\User\Desktop\V7.txt","Attorney General","587.25 KB","2025-10-23 11:25:47 AM",".txt"
"V7.txt","C:\Users\User\Desktop\V7.txt","Ministry of Attorney","587.25 KB","2025-10-23 11:25:47 AM",".txt"
"V77.txt","C:\Users\User\Desktop\V77.txt","Crown Attorney","457.41 KB","2025-10-23 11:36:35 AM",".txt"
"V77.txt","C:\Users\User\Desktop\V77.txt","Attorney General","457.41 KB","2025-10-23 11:36:35 AM",".txt"
"V77.txt","C:\Users\User\Desktop\V77.txt","Ministry of Attorney","457.41 KB","2025-10-23 11:36:35 AM",".txt"
"V88.txt","C:\Users\User\Desktop\V88.txt","Crown Attorney","128.43 KB","2025-10-23 11:39:27 AM",".txt"
"V88.txt","C:\Users\User\Desktop\V88.txt","Attorney General","128.43 KB","2025-10-23 11:39:27 AM",".txt"
"V9.txt","C:\Users\User\Desktop\V9.txt","Crown Attorney","762.68 KB","2025-10-23 11:29:33 AM",".txt"
"V9.txt","C:\Users\User\Desktop\V9.txt","Prosecutor","762.68 KB","2025-10-23 11:29:33 AM",".txt"
"V9.txt","C:\Users\User\Desktop\V9.txt","Attorney General","762.68 KB","2025-10-23 11:29:33 AM",".txt"
"V9.txt","C:\Users\User\Desktop\V9.txt","Ministry of Attorney","762.68 KB","2025-10-23 11:29:33 AM",".txt"
"READABLE_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM.eml.txt","Crown Attorney","666.36 KB","2025-10-26 6:14:18 PM",".txt"
"READABLE_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__1_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__1_.eml.txt","Crown Attorney","666.79 KB","2025-10-26 6:14:18 PM",".txt"
"READABLE_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__2_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__2_.eml.txt","Crown Attorney","667.47 KB","2025-10-26 6:14:18 PM",".txt"
"READABLE_Emergency_rent_funds_at_the_bottom.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Emergency_rent_funds_at_the_bottom.eml.txt","Crown Attorney","45.46 KB","2025-10-26 6:14:18 PM",".txt"
"READABLE_Emergency_rent_funds_at_the_bottom.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Emergency_rent_funds_at_the_bottom.eml.txt","Prosecutor","45.46 KB","2025-10-26 6:14:18 PM",".txt"
"READABLE_Emergency_rent_funds_at_the_bottom.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Emergency_rent_funds_at_the_bottom.eml.txt","Criminal Division","45.46 KB","2025-10-26 6:14:18 PM",".txt"
"READABLE_original_msg.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_original_msg.eml.txt","Crown Attorney","53.94 KB","2025-10-26 6:14:20 PM",".txt"
"READABLE_original_msg.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_original_msg.eml.txt","Attorney General","53.94 KB","2025-10-26 6:14:20 PM",".txt"
"READABLE_R._v._Longo___Emergency_LAO_Certificate___Disbursements___OCJ_Windsor___Evidence_Attached__AGC_served_23_Sep_2025_21_34_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_R._v._Longo___Emergency_LAO_Certificate___Disbursements___OCJ_Windsor___Evidence_Attached__AGC_served_23_Sep_2025_21_34_.eml.txt","Attorney General","11.33 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","Crown Attorney","24.25 KB","2025-10-26 6:14:20 PM",".txt"
"READABLE_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","Attorney General","24.25 KB","2025-10-26 6:14:20 PM",".txt"
"READABLE_Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml.txt","Attorney General","1550.52 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","Crown Attorney","75.75 KB","2025-10-26 6:14:21 PM",".txt"
